Team,Played,Won,Lost,Points
Squashathon Junior,12,10,2,57
Happy Squash 5,12,9,3,49
TKO Junior 2,12,9,3,47
Dream Catchers,12,9,3,45
Electrify Squash Div 15,12,3,9,25
Vitality Squash 3,12,3,9,23
RC,12,4,8,22
NEXUS 4,12,1,11,15
