Team,Played,Won,Lost,Points
SKCSC M4,12,9,3,51
Hong Kong Football Club M4A,12,9,3,48
WAKO,12,9,3,48
Hong Kong Football Club M4B,12,7,5,40
Hong Kong Cricket Club M4,12,7,5,39
Kowloon Cricket Club M4,12,6,6,37
United Services Recreation Club M4,12,4,8,36
Hong Kong Club Blue,12,3,9,22
Bolton,12,3,9,22
Royal Hong Kong Yacht Club M4,12,3,9,17
