Team,Played,Won,Lost,Points
X-Alpha 4,12,10,2,55
Smart Squash 1,12,8,4,46
Happy Squash 3,12,7,5,41
TNG 1,12,7,5,38
Vitality Squash 1,12,4,8,26
Fusion Squash Club 2,12,0,12,7
