Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,12,12,0,59
Squash Busters,12,10,2,49
Squashathon X,12,7,5,39
United Services Recreation Club 4,12,5,7,39
Royal Hong Kong Yacht Club Div 15,12,7,5,38
Sha Tin 6,12,4,8,30
North District Sports Association 3,12,3,9,27
HKIS Div 15,12,0,12,2
