Team,Played,Won,Lost,Points
Physical Chess 2,11,11,0,54
Hong Kong Football Club 7B,11,7,4,45
Hong Kong Football Club 7A,11,9,2,42
Thunder 1,11,6,5,33
i-Mask Advance Squash Club 1,11,5,6,32
Hong Kong Cricket Club D7A,11,5,6,31
UST,10,5,5,30
Xavier,11,4,7,29
Hong Kong Cricket Club D7B,11,3,8,25
Social Squash Team,11,4,7,23
Kinetic 1,11,1,10,15
