Team,Played,Won,Lost,Points
The Squash Club 2,12,11,1,65
Twister,12,9,3,49
Hong Kong Football Club 9,12,8,4,45
Centre Squash,12,8,4,41
The Hong Kong Jockey Club Div 9,12,7,5,37
i-Mask Advance Squash Club 3,12,7,5,36
Kowloon Cricket Club 9,12,5,7,32
Kinetic 3,12,3,9,21
HKPF Squash Team,12,1,11,19
BOSS,12,1,11,15
