Team,Played,Won,Lost,Points
Hong Kong Football Club M1A,10,8,2,29
Hong Kong Football Club M1B,9,7,2,26
Hong Kong Cricket Club M1A,10,4,6,20
Hong Kong Cricket Club M1B,10,3,7,14
Squashathon M+,9,2,7,7
