Team,Played,Won,Lost,Points
ERROR,11,10,1,52
Kowloon Cricket Club 5,9,9,0,48
Physical Chess 1,10,7,3,39
Hong Kong Football Club 5,10,5,5,31
United Services Recreation Club 2,10,5,5,30
Squashathon,11,4,7,29
Sha Tin 2,11,3,8,27
Happy Squash 2,11,3,8,19
NEXUS 2,11,1,10,6
