Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Royal Hong Kong Yacht Club Div 13,100.0,100.0,100.0,100.0,100.0,100.0,5
Arctic Circle,100.0,100.0,100.0,0.0,100.0,80.0,5
TNG 2,66.66666666666666,100.0,100.0,100.0,0.0,73.33333333333333,11
Greenfield,50.0,100.0,75.0,75.0,33.33333333333333,66.66666666666666,19
Vitality Squash 3,100.0,100.0,0.0,100.0,0.0,60.0,4
M&M Squash,66.66666666666666,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,46.666666666666664,15
North District Sports Association 2,0.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,46.66666666666666,15
Squashathon PLZ,33.33333333333333,100.0,66.66666666666666,0.0,0.0,39.99999999999999,13
Physical Chess 4,0.0,33.33333333333333,100.0,0.0,50.0,36.666666666666664,13
Star River 3,0.0,0.0,100.0,50.0,0.0,30.0,10
Bravo D13,0.0,0.0,0.0,0.0,0.0,0.0,0
