Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Bravo D13,100.0,25.0,0.0,0.0,0.0,25.0
TNG 2,50.0,0.0,0.0,-66.66666666666666,100.0,16.66666666666667
Star River 3,66.66666666666666,33.33333333333333,-100.0,16.666666666666657,0.0,3.3333333333333286
Vitality Squash 3,-33.333333333333336,-33.333333333333336,-10.0,-16.66666666666667,100.0,1.3333333333333286
North District Sports Association 2,50.0,16.66666666666667,-66.66666666666666,33.33333333333334,-66.66666666666666,-6.666666666666657
Arctic Circle,0.0,-33.33333333333333,-16.66666666666667,33.33333333333333,-33.33333333333334,-10.0
Greenfield,-66.66666666666666,0.0,20.0,25.0,-33.33333333333333,-10.999999999999986
Physical Chess 4,0.0,-33.33333333333333,0.0,0.0,-50.0,-16.666666666666664
Royal Hong Kong Yacht Club Div 13,7.142857142857139,-57.142857142857146,0.0,-33.33333333333334,-16.666666666666657,-20.0
M&M Squash,-16.666666666666657,-33.33333333333333,-33.33333333333333,-41.66666666666666,16.66666666666667,-21.666666666666664
