Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 1,16,11,5,38,0,0,0,1,27,21
Sergio Tacchini KCC 1,16,8,8,34,0,1,0,0,26,22
Young Player 1B,16,9,7,33,0,0,1,0,25,23
Young Player 1A,16,6,10,28,1,0,0,0,22,26
FWD 1,16,6,10,26,0,0,0,0,20,28
