Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club L1A,20,18,2,65,1,6,0,0,47,13
Sergio Tacchini KCC L1B,20,14,6,51,1,5,0,1,37,23
Sergio Tacchini KCC L1A,20,12,8,43,4,4,0,2,31,29
Young Player L1,20,7,13,32,4,2,1,2,26,34
Hong Kong Football Club L1B,20,4,16,24,2,4,0,1,20,40
Hong Kong Cricket Club L1,20,5,15,19,9,0,5,0,19,41
