Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club M3A,21,16,5,94,0,0,0,0,78,27
United Services Recreation Club M3,21,16,5,84,0,2,0,0,68,37
Hong Kong Cricket Club M3,21,15,6,73,2,1,0,0,58,47
Hong Kong Football Club M3B,21,13,8,72,0,0,0,0,59,46
Jaws Master,21,11,10,70,1,3,0,0,59,46
Howard's Folly Wine LRC Master 3,21,9,12,60,5,1,0,0,51,54
American Club - Yacht Club,21,4,17,33,0,1,0,0,32,73
Titlows Squash Team,21,0,21,15,1,1,0,0,15,90
