Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Xavier,16,13,3,73,2,0,0,0,60,20
TOMCAT,16,11,5,61,2,1,0,0,50,30
i-Mask Advance Squash Club 3,16,11,5,58,1,0,0,0,47,33
HKU,16,9,7,52,0,1,0,0,43,37
RELAY,16,7,9,44,2,1,0,0,37,43
Greenfield,16,6,10,43,0,0,0,0,37,43
Friend Club 5,16,4,12,36,0,1,0,1,32,48
Studio Pro,16,6,10,35,0,0,0,0,29,51
MERCURY,16,5,11,29,0,3,1,0,25,55
