Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
SKCSC,18,18,0,97,0,6,0,3,79,11
North District Sports Association 2,18,12,6,75,0,0,0,0,63,27
TNG 4,18,13,5,66,3,5,5,0,58,32
Squashathon 1,18,10,8,51,0,0,0,1,41,49
PLZ,18,7,11,36,5,2,1,0,33,57
Yuen Long District Sports Association Limited,18,2,16,26,0,3,0,1,24,66
i-Mask Advance Squash Club 7,18,1,17,18,8,0,0,1,17,73
