Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Sergio Tacchini KCC 2B,16,12,4,60,0,2,0,0,48,32
Hong Kong Football Club 2,16,11,5,58,0,4,0,0,47,33
Hong Kong Cricket Club 1,16,7,9,47,0,0,0,0,40,40
Young Player 2,16,6,10,43,10,0,0,0,37,43
Sergio Tacchini KCC 2A,16,4,12,32,0,4,0,0,28,52
