Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
North District Sports Association 3,21,19,2,100,0,25,0,0,81,24
Kwai Tsing District Squash Club,21,15,6,83,0,19,0,5,68,36
SKYERS,21,14,7,76,22,11,0,0,62,43
Hong Kong Football Club 18,21,13,8,73,14,7,0,0,63,42
Big Fight,21,7,14,52,21,13,0,0,45,59
Fa Yuen Street,21,7,14,47,6,15,0,0,40,65
Fusion Squash Club 4,21,7,14,41,31,0,0,0,37,68
Vitality Squash 3,21,2,19,20,1,5,5,0,23,82
