Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club L2A,16,14,2,50,1,2,0,0,36,12
Hong Kong Cricket Club L2A,16,12,4,46,0,0,0,0,34,14
Hong Kong Football Club L2B,16,5,11,24,1,1,0,0,19,29
Hong Kong Cricket Club L2B,16,4,12,20,3,2,0,0,16,32
Hong Kong Football Club L2C,16,5,11,19,0,0,0,0,15,33
