Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
i-Mask Advance Squash Club 2,16,14,2,76,4,4,0,0,62,18
Physical Chess Squash Club Academy 1,16,13,3,72,0,1,0,0,59,21
Hong Kong Football Club 7B,16,13,3,71,0,1,0,0,58,22
i-Mask Advance Squash Club 1,16,7,9,43,3,0,0,0,36,44
Happy Squash 2,16,7,9,41,3,7,0,0,34,46
TNG 2,16,6,10,40,3,0,0,0,34,46
Hong Kong Football Club 7A,16,7,9,39,5,5,0,0,32,48
YLJR 1,16,4,12,32,3,2,0,0,28,52
Hong Kong Racketlon Association 1,16,1,15,18,1,2,0,0,17,63
