Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
HKPF Squash Team,18,15,3,79,0,1,0,0,64,26
Boss,18,12,6,68,0,1,0,0,56,34
United Services Recreation Club 3,18,12,6,65,0,0,0,0,53,37
Sergio Tacchini KCC 15,18,6,12,46,0,1,0,0,40,50
Tuen Mun Squash Club,18,6,12,42,0,1,0,0,36,54
Old Squash Fellows,18,6,12,40,5,0,0,0,34,56
Hong Kong Football Club 15,18,6,12,38,0,1,0,0,32,58
