Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
i-Mask Advance Squash Club 6,18,13,5,72,2,1,0,0,59,31
Invader Squash,18,12,6,67,0,2,0,0,55,35
7NT,18,11,7,63,1,5,0,0,52,38
Hong Kong Cricket Club 6,18,10,8,59,5,4,0,0,49,41
Winter Warriors,18,8,10,51,5,1,0,0,43,47
Star River 2,18,7,11,43,0,3,0,0,36,54
Sha Tin Squash Rackets Club Team 5,18,2,16,23,4,1,0,0,21,69
