Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Sergio Tacchini KCC 11,16,15,1,79,9,2,0,3,64,16
Hong Kong Football Club 11,16,9,7,58,0,0,0,1,49,31
Vitality Squash 1,16,8,8,49,5,2,1,0,42,38
Hong Kong Cricket Club 4,16,4,12,26,0,5,0,0,22,58
Martinis,16,4,12,24,0,5,3,0,23,57
