Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,16,13,3,71,3,8,0,0,58,22
Young Player 3B,16,9,7,54,3,11,0,0,45,35
Hong Kong Football Club 3B,16,9,7,49,2,3,0,6,40,40
Young Player 3A,16,5,11,34,7,8,0,0,29,51
Sergio Tacchini KCC 3,16,4,12,26,20,5,6,0,28,52
