Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
i-Mask Advance Squash Club 4,21,18,3,94,2,17,0,2,76,29
Physical Chess Squash Club Academy 3,21,14,7,76,0,8,0,0,62,43
Kinetic 2,21,12,9,74,0,8,0,1,62,43
Hong Kong Football Club 13,21,12,9,73,0,2,0,0,61,44
Sergio Tacchini KCC 13,21,10,11,60,0,4,0,0,50,55
Banbil,21,9,12,57,2,6,1,1,49,56
Centre Squash,21,6,15,39,15,2,0,0,36,69
Banana,21,3,18,24,30,2,3,0,24,81
