Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,16,15,1,83,68,12,0,10,0,0
Uncles,16,11,5,62,51,29,0,1,0,0
Kowloon Cricket Club 6A,17,11,6,61,50,35,2,3,0,0
Hong Kong Football Club 6A,16,11,5,58,47,33,0,5,0,0
Hong Kong Football Club 6B,17,10,7,57,47,38,0,0,0,3
Hong Kong Football Club 6C,17,10,7,53,43,42,0,2,0,0
Ladies Recreation Club Div 6,17,7,10,45,38,47,5,6,0,0
Electrify Squash Div 6,16,7,9,40,36,44,9,3,3,0
Fusion Squash Club 1,17,7,10,38,32,53,20,0,1,0
Global Squash 1,17,4,13,38,34,51,0,2,0,0
Hong Kong Cricket Club D6,17,4,13,33,29,56,0,6,0,0
X-Alpha 3,17,3,14,26,25,60,2,0,2,3
