Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 2,17,15,2,88,73,12,0,1,0,0
Twister,17,14,3,76,62,23,0,0,0,0
Centre Squash,17,13,4,66,53,32,0,2,0,0
Hong Kong Football Club 9,17,11,6,64,53,32,0,5,0,0
i-Mask Advance Squash Club 3,17,11,6,57,46,39,1,1,0,0
The Hong Kong Jockey Club Div 9,17,8,9,44,36,49,2,0,0,0
Kowloon Cricket Club 9,17,5,12,35,30,55,5,0,0,0
HKPF Squash Team,17,3,14,34,31,54,7,7,0,0
Kinetic 3,17,4,13,28,24,61,0,0,0,0
BOSS,17,1,16,18,17,68,1,0,0,0
