Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
YLJR,17,13,4,73,60,25,1,2,0,0
Kowloon Cricket Club 4,17,13,4,72,59,26,4,7,0,0
TNGX,17,11,6,69,58,27,0,7,0,0
X-Alpha 2,17,11,6,64,53,32,1,2,0,0
Sha Tin 1,17,12,5,63,53,32,0,0,0,1
Hong Kong Football Club 4B,17,8,9,46,38,47,3,0,0,0
Hong Kong Football Club 4A,17,7,10,40,34,51,2,0,1,0
The Squash Club 1,17,3,14,30,27,58,2,2,0,0
Hong Kong Cricket Club D4A,17,4,13,27,23,62,11,3,0,0
Hong Kong Cricket Club D4B,17,3,14,23,20,65,0,1,0,0
