Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Club Gold,Robinson David (11),Nihalani Rajesh (4),Nihalani Rajesh (80.0%)
Hong Kong Cricket Club M1A,Andrews Rod (10),Andrews Rod (6),^ Windmill Mark (83.3%)
Hong Kong Cricket Club M1B,Head Phil (9),Bruwer Frank (5),Bruwer Frank (71.4%)
Hong Kong Football Club M1A,^ Roux Pieter Le (10),^ Yu Vincent Hok Yan (7),^ Yu Vincent Hok Yan (77.8%)
Hong Kong Football Club M1B,"Ward Andrew, Kerr Malcolm (10)",Ward Andrew (10),Ward Andrew (100.0%)
The Expendables,Frith Keith (9),^ Disler Simon William (7),^ Disler Simon William (100.0%)
