Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
JESSICA L4,6,6,0,25,19,5,0,1,0,1
The Squash Club L4,6,4,2,19,15,9,0,1,0,0
Hong Kong Football Club JSA,6,3,3,16,13,11,3,0,0,0
JESSICA Mochis,5,3,2,14,11,9,3,0,0,0
Hong Kong Football Club L4,7,2,5,14,12,16,0,2,0,0
Hong Kong Cricket Club L4,6,3,3,13,10,14,1,3,0,0
Hong Kong Cricket Club Rockettes,6,3,3,12,9,15,0,1,0,0
Kwai Tsing District Squash Club L4,7,1,6,11,10,18,0,0,0,0
Squashathon Ladies,5,2,3,10,9,11,1,0,1,0
