Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,7,7,0,38,31,4,0,3,0,0
Hong Kong Football Club 6A,7,5,2,26,21,14,0,0,0,0
Kowloon Cricket Club 6A,7,5,2,25,20,15,1,1,0,0
Uncles,7,4,3,23,19,16,0,0,0,0
Hong Kong Football Club 6B,7,4,3,23,19,16,0,0,0,0
Ladies Recreation Club Div 6,7,4,3,22,18,17,0,4,0,0
Fusion Squash Club 1,7,4,3,22,18,17,3,0,0,0
Hong Kong Football Club 6C,7,3,4,19,16,19,0,0,0,0
Global Squash 1,7,2,5,17,15,20,0,0,0,0
Hong Kong Cricket Club D6,7,1,6,12,11,24,0,0,0,0
Electrify Squash Div 6,7,2,5,11,12,23,4,0,3,0
X-Alpha 3,7,1,6,11,10,25,0,0,0,3
