Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1A,6,6,0,20,14,4,0,1,0,0
Hong Kong Cricket Club M1A,6,3,3,15,12,6,1,1,0,0
Hong Kong Football Club M1B,5,3,2,11,8,7,0,1,0,0
Hong Kong Cricket Club M1B,6,1,5,7,6,12,5,1,0,0
Squashathon M+,5,1,4,3,2,13,0,2,0,0
