Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
North District Sports Association 2,7,7,0,34,27,8,0,1,0,0
Royal Hong Kong Yacht Club Div 14,7,6,1,34,28,7,0,0,0,0
The Squash Club 4,7,5,2,31,26,9,0,5,0,1
Physical Chess 5,7,4,3,25,21,14,0,0,0,0
8 Virtues + 1,7,4,3,23,20,15,0,1,1,5
Hong Kong Football Club 14,7,3,4,20,17,18,3,0,0,0
RELAY 2,7,3,4,20,17,18,0,7,0,0
TKO Junior 1,7,3,4,19,16,19,0,0,0,0
Ladies Recreation Club Div 14,7,2,5,14,13,22,3,0,1,1
TNG 3,7,3,4,12,14,21,1,0,4,0
Squash-On,7,2,5,11,9,26,7,0,0,0
Fusion Squash Club 4,7,0,7,1,2,33,0,0,1,0
