Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Cricket Club M2B,100.0,100.0,0.0,100.0,75.0,4
Hong Kong Cricket Club M2A,0.0,0.0,100.0,0.0,25.0,4
Ladies Recreation Club M2A,100.0,0.0,0.0,0.0,25.0,4
