Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,18.41388277655531,1.586117223444689,89.33366673334666,100.0,99.97999599919984,0.020004000800160033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Squash Club 3,20,12.648929785957192,7.351070214042808,71.42108421684337,98.11962392478495,0.0,61.37227445489097,32.14642928585717,4.6009201840368075,1.340268053610722,0.4400880176035207,0.08001600320064013,0.020004000800160033,0.0,0.0,0.0
Kinetic 3,20,13.750750150030006,6.249249849969994,68.8861772354471,93.8987797559512,0.020004000800160033,35.34706941388278,47.96959391878376,10.562112422484498,4.0808161632326465,1.4402880576115222,0.5001000200040008,0.060012002400480095,0.020004000800160033,0.0,0.0
BOSS,20,10.507101420284057,9.492898579715943,61.91818363672735,43.64872974594919,0.0,2.1204240848169635,10.382076415283056,31.14622924584917,24.46489297859572,15.823164632926584,10.082016403280656,4.860972194438888,1.0802160432086416,0.040008001600320066,0.0
HKCC Tuesday Night Rockers,20,9.879175835167032,10.120824164832968,60.33046609321865,26.645329065813165,0.0,0.7601520304060811,5.041008201640328,20.844168833766755,21.864372874574915,19.76395279055811,17.223444688937786,10.062012402480496,4.200840168033607,0.24004800960192038,0.0
Global Squash 2,20,9.113222644528905,10.886777355471095,59.388277655531105,17.14342868573715,0.0,0.020004000800160033,1.7403480696139229,15.383076615323066,20.224044808961793,23.724744948989798,21.624324864972994,12.422484496899381,4.640928185637128,0.22004400880176034,0.0
Tuen Mun Squash Club,20,9.972194438887778,10.027805561112222,58.928385677135424,16.563312662532503,0.0,0.34006801360272054,2.4204840968193637,13.80276055211042,18.34366873374675,23.044608921784356,22.584516903380678,14.422884576915381,4.820964192838568,0.22004400880176034,0.0
Star River 1,20,8.288257651530305,11.711742348469695,55.166633326665334,2.7605521104220845,0.0,0.020004000800160033,0.24004800960192038,2.500500100020004,6.66133226645329,11.342268453690737,18.32366473294659,37.027405481096224,22.724544908981798,1.160232046409282,0.0
i-Mask Advance Squash Club 4,20,8.019403880776155,11.980596119223845,52.24704940988198,1.220244048809762,0.0,0.0,0.060012002400480095,1.160232046409282,3.020604120824165,4.420884176835367,9.361872374474894,20.46409281856371,55.71114222844569,5.581116223244649,0.22004400880176034
7NT,20,4.676135227045409,15.32386477295459,43.9879975995199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22004400880176034,0.640128025605121,6.461292258451691,74.81496299259852,17.863572714542908
Invader Squash,20,4.730946189237848,15.269053810762152,38.39207841568314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020004000800160033,0.34006801360272054,17.723544708941787,81.91638327665534
