Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6
Hong Kong Football Club M2B,20,16.32106421284257,3.6789357871574317,70.99919983996799,100.0,81.67633526705342,18.32366473294659,0.0,0.0,0.0,0.0
Hong Kong Football Club M2A,20,15.43608721744349,4.563912782556511,67.34206841368274,100.0,18.32366473294659,81.67633526705342,0.0,0.0,0.0,0.0
Hong Kong Cricket Club M2A,20,10.121624324864973,9.878375675135027,48.57251450290058,94.75895179035807,0.0,0.0,76.49529905981196,18.26365273054611,5.241048209641928,0.0
Hong Kong Cricket Club M2B,20,7.367073414682936,12.632926585317064,44.422284456891376,65.73314662932586,0.0,0.0,15.943188637727545,49.78995799159832,34.24684936987398,0.020004000800160033
Ladies Recreation Club M2A,20,7.0878175635127025,12.912182436487297,42.6873374674935,39.50790158031606,0.0,0.0,7.561512302460492,31.94638927785557,60.472094418883785,0.020004000800160033
Ladies Recreation Club M2B,20,3.6663332666533304,16.333666733346668,23.97659531906381,0.0,0.0,0.0,0.0,0.0,0.040008001600320066,99.95999199839967
