Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club 5,v,Hong Kong Football Club 11,Hong Kong Cricket Club,19:00,"1-4(3-2,0-3,1-3,0-3,0-3)",1,04/10/2023
RELAY 1,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,"1-4(0-3,3-0,1-3,0-3,1-3)",1,04/10/2023
Xavier,v,Banbil,Cornwall Street Squash Centre,19:00,"2-3(3-1,1-3,3-0,0-3,CR)",1,04/10/2023
TOMCAT,v,[BYE],,,,1,04/10/2023
Vitality Squash 1,v,Xavier,HK Squash Centre,19:00,"2-3(0-3,0-3,0-3,3-0,3-2)",2,11/10/2023
RELAY 1,v,Hong Kong Football Club 11,Cornwall Street Squash Centre,19:00,"3-2(0-3,1-3,3-0,3-2,3-1)",2,11/10/2023
TOMCAT,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-0,3-1,0-3)",2,11/10/2023
Banbil,v,[BYE],,,,2,11/10/2023
RELAY 1,v,TOMCAT,Cornwall Street Squash Centre,19:00,"3-2(0-3,2-3,3-0,3-1,3-0)",3,18/10/2023
Xavier,v,Hong Kong Football Club 11,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-0,3-0,0-3)",3,18/10/2023
Banbil,v,Vitality Squash 1,HK Squash Centre,19:00,"2-3(3-1,2-3,0-3,0-3,3-2)",3,18/10/2023
Hong Kong Cricket Club 5,v,[BYE],,,,3,18/10/2023
Hong Kong Football Club 11,v,Banbil,Hong Kong Football Club,19:00,"3-2(3-2,2-3,3-2,3-0,1-3)",4,01/11/2023
TOMCAT,v,Xavier,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",4,01/11/2023
Hong Kong Cricket Club 5,v,RELAY 1,Hong Kong Cricket Club,19:00,"1-4(1-3,2-3,0-3,3-0,CR)",4,01/11/2023
Vitality Squash 1,v,[BYE],,,,4,01/11/2023
Xavier,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-0,3-0,0-3)",5,08/11/2023
Banbil,v,TOMCAT,HK Squash Centre,19:00,"3-2(0-3,3-0,1-3,3-1,3-0)",5,08/11/2023
Vitality Squash 1,v,Hong Kong Football Club 11,HK Squash Centre,19:00,"4-1(3-2,3-0,1-3,3-1,3-0)",5,08/11/2023
RELAY 1,v,[BYE],,,,5,08/11/2023
TOMCAT,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,"1-4(3-1,0-3,1-3,0-3,CR)",6,15/11/2023
Hong Kong Cricket Club 5,v,Banbil,Hong Kong Cricket Club,19:00,"2-3(0-3,0-3,0-3,3-1,CR)",6,15/11/2023
RELAY 1,v,Xavier,Cornwall Street Squash Centre,19:00,"0-5(0-3,1-3,1-3,1-3,0-3)",6,15/11/2023
Hong Kong Football Club 11,v,[BYE],,,,6,15/11/2023
Banbil,v,RELAY 1,HK Squash Centre,19:00,"4-1(3-2,3-2,1-3,3-0,3-0)",7,22/11/2023
Vitality Squash 1,v,Hong Kong Cricket Club 5,HK Squash Centre,19:00,"4-1(2-3,3-1,3-1,3-0,3-1)",7,22/11/2023
TOMCAT,v,Hong Kong Football Club 11,Cornwall Street Squash Centre,19:00,"1-4(3-1,0-3,1-3,0-3,0-3)",7,22/11/2023
Xavier,v,[BYE],,,,7,22/11/2023
Hong Kong Football Club 11,v,Hong Kong Cricket Club 5,Hong Kong Football Club,19:00,"3-2(2-3,3-2,3-1,3-0,2-3)",8,06/12/2023
Vitality Squash 1,v,RELAY 1,HK Squash Centre,19:00,"5-0(3-1,3-1,3-2,3-2,3-0)",8,06/12/2023
Banbil,v,Xavier,HK Squash Centre,19:00,"3-2(2-3,3-0,0-3,3-0,3-0)",8,06/12/2023
TOMCAT,v,[BYE],,,,8,06/12/2023
Xavier,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-0,3-0,0-3,CR)",9,13/12/2023
Hong Kong Football Club 11,v,RELAY 1,Hong Kong Football Club,19:00,"5-0(3-0,3-0,3-2,3-0,3-0)",9,13/12/2023
Hong Kong Cricket Club 5,v,TOMCAT,Hong Kong Cricket Club,19:00,"2-3(0-3,0-3,1-3,3-2,3-0)",9,13/12/2023
Banbil,v,[BYE],,,,9,13/12/2023
TOMCAT,v,RELAY 1,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-2,3-0,3-0)",10,03/01/2024
Hong Kong Football Club 11,v,Xavier,Hong Kong Football Club,19:00,"2-3(1-3,1-3,0-3,3-1,3-0)",10,03/01/2024
Vitality Squash 1,v,Banbil,HK Squash Centre,19:00,"3-2(0-3,1-3,3-1,3-0,3-1)",10,03/01/2024
Hong Kong Cricket Club 5,v,[BYE],,,,10,03/01/2024
Banbil,v,Hong Kong Football Club 11,HK Squash Centre,19:00,"4-1(3-2,3-0,3-2,1-3,3-0)",11,10/01/2024
Xavier,v,TOMCAT,Cornwall Street Squash Centre,19:00,"5-0(3-2,3-1,3-1,3-0,3-0)",11,10/01/2024
RELAY 1,v,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,19:00,"3-2(1-3,3-2,3-0,3-0,1-3)",11,10/01/2024
Vitality Squash 1,v,[BYE],,,,11,10/01/2024
Hong Kong Cricket Club 5,v,Xavier,Hong Kong Cricket Club,19:00,"0-5(0-3,0-3,1-3,0-3,0-3)",12,17/01/2024
TOMCAT,v,Banbil,Cornwall Street Squash Centre,19:00,"0-5(2-3,1-3,0-3,0-3,1-3)",12,17/01/2024
Hong Kong Football Club 11,v,Vitality Squash 1,Hong Kong Football Club,19:00,"4-1(1-3,3-0,3-0,CR,CR)",12,17/01/2024
RELAY 1,v,[BYE],,,,12,17/01/2024
Vitality Squash 1,v,TOMCAT,HK Squash Centre,19:00,"3-2(0-3,1-3,3-0,3-1,3-0)",13,24/01/2024
Banbil,v,Hong Kong Cricket Club 5,HK Squash Centre,19:00,"3-2(3-2,3-0,0-3,3-0,1-3)",13,24/01/2024
Xavier,v,RELAY 1,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-0,3-1,0-3,0-3)",13,24/01/2024
Hong Kong Football Club 11,v,[BYE],,,,13,24/01/2024
RELAY 1,v,Banbil,Cornwall Street Squash Centre,19:00,"2-3(2-3,2-3,3-1,3-1,0-3)",14,31/01/2024
Hong Kong Cricket Club 5,v,Vitality Squash 1,Hong Kong Cricket Club,19:00,"3-2(3-1,0-3,0-3,3-0,CR)",14,31/01/2024
Hong Kong Football Club 11,v,TOMCAT,Hong Kong Football Club,19:00,"3-2(0-3,3-2,2-3,3-0,3-0)",14,31/01/2024
Xavier,v,[BYE],,,,14,31/01/2024
Hong Kong Cricket Club 5,v,Hong Kong Football Club 11,Hong Kong Cricket Club,19:00,"0-5(1-3,0-3,1-3,0-3,1-3)",15,21/02/2024
RELAY 1,v,Vitality Squash 1,Cornwall Street Squash Centre,19:00,"5-0(CR,CR,CR,CR,CR)",15,21/02/2024
Xavier,v,Banbil,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-0,3-0,1-3,0-3)",15,21/02/2024
TOMCAT,v,[BYE],,,,15,21/02/2024
Vitality Squash 1,v,Xavier,HK Squash Centre,19:00,"4-1(3-2,2-3,3-0,3-0,3-0)",16,28/02/2024
