Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Kowloon Cricket Club 10,v,Twister 2,Kowloon Cricket Club,19:00,"5-0(3-0,3-0,3-0,3-0,3-1)",1,09/10/2023
The Best Group,v,FC 3,Cornwall Street Squash Centre,19:00,"1-4(0-3,3-0,0-3,0-3,0-3)",1,09/10/2023
HKU,v,The Hong Kong Jockey Club Div 10,Cornwall Street Squash Centre,19:00,"3-2(3-1,0-3,3-0,3-1,0-3)",1,09/10/2023
Hong Kong Football Club 10A,v,Hong Kong Football Club 10B,Hong Kong Football Club,19:00,"4-1(3-1,3-2,2-3,3-0,3-0)",1,09/10/2023
Social Squash Team,v,[BYE],,,,1,09/10/2023
FC 3,v,HKU,Cornwall Street Squash Centre,19:00,"4-1(2-3,3-0,3-0,3-0,3-0)",2,16/10/2023
Hong Kong Football Club 10B,v,The Best Group,Hong Kong Football Club,19:00,"4-1(3-1,3-0,3-1,3-1,0-3)",2,16/10/2023
Kowloon Cricket Club 10,v,Hong Kong Football Club 10A,Kowloon Cricket Club,19:00,"4-1(3-1,3-0,3-0,0-3,3-1)",2,16/10/2023
Social Squash Team,v,Twister 2,HK Squash Centre,19:00,"3-2(0-3,3-2,3-0,3-1,2-3)",2,16/10/2023
The Hong Kong Jockey Club Div 10,v,[BYE],,,,2,16/10/2023
Social Squash Team,v,Hong Kong Football Club 10A,HK Squash Centre,19:00,"0-5(0-3,0-3,2-3,0-3,0-3)",3,30/10/2023
Kowloon Cricket Club 10,v,The Best Group,Kowloon Cricket Club,19:00,"5-0(3-0,3-1,3-0,3-0,3-0)",3,30/10/2023
HKU,v,Hong Kong Football Club 10B,Cornwall Street Squash Centre,19:00,"3-2(3-1,3-0,3-1,0-3,0-3)",3,30/10/2023
The Hong Kong Jockey Club Div 10,v,FC 3,HKJC Sha Tin Club House,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",3,30/10/2023
Twister 2,v,[BYE],,,,3,30/10/2023
Hong Kong Football Club 10B,v,The Hong Kong Jockey Club Div 10,Hong Kong Football Club,19:00,"3-2(3-0,3-2,2-3,0-3,3-0)",4,06/11/2023
Kowloon Cricket Club 10,v,HKU,Kowloon Cricket Club,19:00,"3-2(3-0,3-0,3-0,2-3,2-3)",4,06/11/2023
Social Squash Team,v,The Best Group,HK Squash Centre,19:00,"3-2(0-3,3-1,3-0,3-0,0-3)",4,06/11/2023
Twister 2,v,Hong Kong Football Club 10A,Cornwall Street Squash Centre,19:00,"2-3(0-3,0-3,0-3,3-0,3-1)",4,06/11/2023
FC 3,v,[BYE],,,,4,06/11/2023
The Best Group,v,Twister 2,Cornwall Street Squash Centre,19:00,"2-3(1-3,1-3,2-3,3-2,3-1)",5,13/11/2023
HKU,v,Social Squash Team,Cornwall Street Squash Centre,19:00,"1-4(2-3,0-3,0-3,3-0,0-3)",5,13/11/2023
Kowloon Cricket Club 10,v,The Hong Kong Jockey Club Div 10,Kowloon Cricket Club,19:00,"4-1(3-0,2-3,3-2,3-1,3-2)",5,13/11/2023
FC 3,v,Hong Kong Football Club 10B,Cornwall Street Squash Centre,19:00,"4-1(3-1,3-0,3-0,2-3,3-0)",5,13/11/2023
Hong Kong Football Club 10A,v,[BYE],,,,5,13/11/2023
Kowloon Cricket Club 10,v,FC 3,Kowloon Cricket Club,19:00,"1-4(1-3,3-1,2-3,2-3,0-3)",6,20/11/2023
Social Squash Team,v,The Hong Kong Jockey Club Div 10,HK Squash Centre,19:00,"4-1(3-1,2-3,3-0,3-1,3-1)",6,20/11/2023
Twister 2,v,HKU,Cornwall Street Squash Centre,19:00,"3-2(0-3,3-0,2-3,3-0,3-1)",6,20/11/2023
Hong Kong Football Club 10A,v,The Best Group,Hong Kong Football Club,19:00,"5-0(3-0,3-0,3-2,3-0,3-0)",6,20/11/2023
Hong Kong Football Club 10B,v,[BYE],,,,6,20/11/2023
