Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Latecomers,v,Kinetic 3,HK Squash Centre,19:00,"1-4(3-2,0-3,0-3,0-3,0-3)",1,04/10/2023
Airporterz,v,Star River 2,Kwun Chung Sports Centre,19:00,"2-3(3-0,3-0,1-3,0-3,CR)",1,04/10/2023
ZOMA,v,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,19:00,"4-1(3-2,2-3,3-0,3-0,3-0)",1,04/10/2023
CSD Squash Team,v,Global Squash 2,HK Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",1,04/10/2023
Hong Kong Football Club 16,v,Winter Warriors,Hong Kong Football Club,19:00,"3-2(3-1,0-3,3-0,2-3,3-0)",1,04/10/2023
Sha Tin Squash Rackets Club 6,v,SQUASHTASTIC 8,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-1,3-0,3-0)",1,04/10/2023
Kinetic 3,v,Sha Tin Squash Rackets Club 6,HK Squash Centre,19:00,"3-2(0-3,3-2,3-1,3-0,1-3)",2,11/10/2023
Hong Kong Football Club 16,v,SQUASHTASTIC 8,Hong Kong Football Club,19:00,"3-2(1-3,2-3,3-0,3-1,3-1)",2,11/10/2023
Global Squash 2,v,Winter Warriors,Harbour Road Sports Centre,19:00,"4-1(3-0,3-1,3-0,1-3,3-1)",2,11/10/2023
i-Mask Advance Squash Club 6,v,CSD Squash Team,Cornwall Street Squash Centre,19:00,"0-5(0-3,1-3,CR,CR,CR)",2,11/10/2023
Star River 2,v,ZOMA,Cornwall Street Squash Centre,19:00,"2-3(3-2,3-0,1-3,0-3,0-3)",2,11/10/2023
Airporterz,v,Latecomers,Kwun Chung Sports Centre,19:00,"4-1(3-0,3-0,3-0,3-0,0-3)",2,11/10/2023
Airporterz,v,Kinetic 3,Kwun Chung Sports Centre,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",3,18/10/2023
ZOMA,v,Latecomers,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-0,3-0,1-3)",3,18/10/2023
CSD Squash Team,v,Star River 2,HK Squash Centre,19:00,"0-5(CR,CR,CR,CR,CR)",3,18/10/2023
Winter Warriors,v,i-Mask Advance Squash Club 6,HK Squash Centre,19:00,"2-3(2-3,0-3,3-0,1-3,3-2)",3,18/10/2023
Global Squash 2,v,SQUASHTASTIC 8,Harbour Road Sports Centre,19:00,"4-1(3-0,0-3,3-0,3-0,3-0)",3,18/10/2023
Sha Tin Squash Rackets Club 6,v,Hong Kong Football Club 16,Cornwall Street Squash Centre,19:00,"3-2(3-0,0-3,3-2,1-3,3-1)",3,18/10/2023
Kinetic 3,v,Hong Kong Football Club 16,HK Squash Centre,19:00,"4-1(3-0,2-3,3-0,3-0,3-0)",4,01/11/2023
Global Squash 2,v,Sha Tin Squash Rackets Club 6,Harbour Road Sports Centre,19:00,"2-3(3-1,3-1,1-3,0-3,1-3)",4,01/11/2023
i-Mask Advance Squash Club 6,v,SQUASHTASTIC 8,Cornwall Street Squash Centre,19:00,"3-2(3-1,2-3,0-3,3-0,3-0)",4,01/11/2023
Star River 2,v,Winter Warriors,Cornwall Street Squash Centre,19:00,"3-2(3-0,0-3,3-0,0-3,3-2)",4,01/11/2023
Latecomers,v,CSD Squash Team,HK Squash Centre,19:00,"3-2(3-1,0-3,0-3,CR,CR)",4,01/11/2023
Airporterz,v,ZOMA,Kwun Chung Sports Centre,19:00,"2-3(3-0,3-0,0-3,0-3,0-3)",4,01/11/2023
ZOMA,v,Kinetic 3,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",5,08/11/2023
CSD Squash Team,v,Airporterz,HK Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",5,08/11/2023
Winter Warriors,v,Latecomers,HK Squash Centre,19:00,"4-1(1-3,3-0,3-1,3-0,3-0)",5,08/11/2023
SQUASHTASTIC 8,v,Star River 2,Kwun Chung Sports Centre,19:00,"4-1(3-2,3-0,3-2,3-2,0-3)",5,08/11/2023
Sha Tin Squash Rackets Club 6,v,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-2,3-1,3-0)",5,08/11/2023
Hong Kong Football Club 16,v,Global Squash 2,Hong Kong Football Club,19:00,"2-3(0-3,3-1,1-3,1-3,3-0)",5,08/11/2023
Kinetic 3,v,Global Squash 2,HK Squash Centre,19:00,"4-1(0-3,3-2,3-0,3-0,3-0)",6,15/11/2023
i-Mask Advance Squash Club 6,v,Hong Kong Football Club 16,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,3-2,1-3,CR)",6,15/11/2023
Star River 2,v,Sha Tin Squash Rackets Club 6,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,3-0,0-3,0-3)",6,15/11/2023
Latecomers,v,SQUASHTASTIC 8,HK Squash Centre,19:00,"2-3(3-2,0-3,3-2,0-3,CR)",6,15/11/2023
Airporterz,v,Winter Warriors,Kwun Chung Sports Centre,19:00,"5-0(3-0,3-0,3-0,3-0,CR)",6,15/11/2023
CSD Squash Team,v,ZOMA,HK Squash Centre,19:00,"0-5(0-3,0-3,0-3,CR,CR)",6,15/11/2023
CSD Squash Team,v,Kinetic 3,HK Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",7,22/11/2023
Winter Warriors,v,ZOMA,HK Squash Centre,19:00,"0-5(1-3,2-3,CR,CR,CR)",7,22/11/2023
SQUASHTASTIC 8,v,Airporterz,Kwun Chung Sports Centre,19:00,"0-5(2-3,0-3,0-3,0-3,0-3)",7,22/11/2023
Sha Tin Squash Rackets Club 6,v,Latecomers,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,CR)",7,22/11/2023
Star River 2,v,Hong Kong Football Club 16,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-0,3-2,2-3)",7,22/11/2023
i-Mask Advance Squash Club 6,v,Global Squash 2,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",7,22/11/2023
Kinetic 3,v,i-Mask Advance Squash Club 6,HK Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",8,06/12/2023
Star River 2,v,Global Squash 2,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-1,1-3,0-3,3-1)",8,06/12/2023
Latecomers,v,Hong Kong Football Club 16,HK Squash Centre,19:00,"0-5(0-3,0-3,0-3,CR,CR)",8,06/12/2023
Airporterz,v,Sha Tin Squash Rackets Club 6,Kwun Chung Sports Centre,19:00,"1-4(0-3,3-0,1-3,2-3,0-3)",8,06/12/2023
ZOMA,v,SQUASHTASTIC 8,Cornwall Street Squash Centre,19:00,"3-2(2-3,3-2,1-3,3-0,3-0)",8,06/12/2023
CSD Squash Team,v,Winter Warriors,HK Squash Centre,19:00,"2-3(3-1,0-3,3-1,0-3,0-3)",8,06/12/2023
Winter Warriors,v,Kinetic 3,HK Squash Centre,19:00,"0-5(2-3,0-3,0-3,0-3,0-3)",9,13/12/2023
SQUASHTASTIC 8,v,CSD Squash Team,Kwun Chung Sports Centre,19:00,"4-1(3-2,3-0,2-3,3-0,WO)",9,13/12/2023
Sha Tin Squash Rackets Club 6,v,ZOMA,Cornwall Street Squash Centre,19:00,"2-3(1-3,3-2,0-3,3-1,0-3)",9,13/12/2023
Hong Kong Football Club 16,v,Airporterz,Hong Kong Football Club,19:00,"2-3(1-3,0-3,0-3,3-2,CR)",9,13/12/2023
Latecomers,v,Global Squash 2,HK Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",9,13/12/2023
i-Mask Advance Squash Club 6,v,Star River 2,Cornwall Street Squash Centre,19:00,"1-4(1-3,0-3,0-3,1-3,3-1)",9,13/12/2023
Kinetic 3,v,Star River 2,HK Squash Centre,19:00,"2-3(0-3,2-3,0-3,3-1,3-1)",10,03/01/2024
Latecomers,v,i-Mask Advance Squash Club 6,HK Squash Centre,19:00,"2-3(3-0,0-3,0-3,3-0,CR)",10,03/01/2024
Airporterz,v,Global Squash 2,Kwun Chung Sports Centre,19:00,"3-2(0-3,3-1,3-0,3-0,0-3)",10,03/01/2024
ZOMA,v,Hong Kong Football Club 16,Cornwall Street Squash Centre,19:00,"3-2(1-3,3-1,3-0,3-0,2-3)",10,03/01/2024
CSD Squash Team,v,Sha Tin Squash Rackets Club 6,HK Squash Centre,19:00,"0-5(0-3,0-3,1-3,WO,WO)",10,03/01/2024
Winter Warriors,v,SQUASHTASTIC 8,HK Squash Centre,19:00,"3-2(1-3,2-3,3-0,3-0,WO)",10,03/01/2024
SQUASHTASTIC 8,v,Kinetic 3,Kwun Chung Sports Centre,19:00,"0-5(0-3,0-3,0-3,1-3,0-3)",11,10/01/2024
Sha Tin Squash Rackets Club 6,v,Winter Warriors,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",11,10/01/2024
Hong Kong Football Club 16,v,CSD Squash Team,Hong Kong Football Club,19:00,"4-1(0-3,3-0,3-0,WO,WO)",11,10/01/2024
Global Squash 2,v,ZOMA,Harbour Road Sports Centre,19:00,"5-0(3-0,3-0,3-2,3-0,3-1)",11,10/01/2024
i-Mask Advance Squash Club 6,v,Airporterz,Cornwall Street Squash Centre,19:00,"2-3(0-3,0-3,0-3,CR,CR)",11,10/01/2024
Star River 2,v,Latecomers,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-2)",11,10/01/2024
Kinetic 3,v,Latecomers,HK Squash Centre,19:00,"4-1(2-3,3-0,3-0,3-0,3-0)",12,17/01/2024
Star River 2,v,Airporterz,Cornwall Street Squash Centre,19:00,"3-2(3-0,1-3,3-0,2-3,3-0)",12,17/01/2024
i-Mask Advance Squash Club 6,v,ZOMA,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-1,3-1,CR,CR)",12,17/01/2024
Global Squash 2,v,CSD Squash Team,Harbour Road Sports Centre,19:00,"5-0(3-0,3-0,3-0,3-1,3-0)",12,17/01/2024
Winter Warriors,v,Hong Kong Football Club 16,HK Squash Centre,19:00,"2-3(1-3,3-0,3-1,1-3,1-3)",12,17/01/2024
SQUASHTASTIC 8,v,Sha Tin Squash Rackets Club 6,Kwun Chung Sports Centre,19:00,"0-5(0-3,2-3,0-3,0-3,0-3)",12,17/01/2024
Sha Tin Squash Rackets Club 6,v,Kinetic 3,Cornwall Street Squash Centre,19:00,"2-3(3-0,2-3,0-3,3-2,1-3)",13,24/01/2024
SQUASHTASTIC 8,v,Hong Kong Football Club 16,Kwun Chung Sports Centre,19:00,"1-4(3-0,0-3,0-3,2-3,0-3)",13,24/01/2024
Winter Warriors,v,Global Squash 2,HK Squash Centre,19:00,"1-4(0-3,0-3,3-0,1-3,1-3)",13,24/01/2024
CSD Squash Team,v,i-Mask Advance Squash Club 6,HK Squash Centre,19:00,"1-4(3-0,1-3,0-3,0-3,0-3)",13,24/01/2024
ZOMA,v,Star River 2,Cornwall Street Squash Centre,19:00,"3-2(0-3,2-3,3-1,3-1,3-2)",13,24/01/2024
Latecomers,v,Airporterz,HK Squash Centre,19:00,"0-5(CR,CR,CR,CR,CR)",13,24/01/2024
Kinetic 3,v,Airporterz,HK Squash Centre,19:00,"3-2(2-3,1-3,3-0,3-2,3-0)",14,31/01/2024
Latecomers,v,ZOMA,HK Squash Centre,19:00,"1-4(3-0,0-3,CR,CR,CR)",14,31/01/2024
Star River 2,v,CSD Squash Team,Cornwall Street Squash Centre,19:00,"5-0(CR,CR,CR,CR,CR)",14,31/01/2024
i-Mask Advance Squash Club 6,v,Winter Warriors,Cornwall Street Squash Centre,19:00,"1-4(3-2,1-3,0-3,0-3,0-3)",14,31/01/2024
SQUASHTASTIC 8,v,Global Squash 2,Kwun Chung Sports Centre,19:00,"0-5(0-3,0-3,1-3,2-3,0-3)",14,31/01/2024
Hong Kong Football Club 16,v,Sha Tin Squash Rackets Club 6,Hong Kong Football Club,19:00,"1-4(0-3,1-3,3-0,1-3,0-3)",14,31/01/2024
Hong Kong Football Club 16,v,Kinetic 3,Hong Kong Football Club,19:00,"1-4(3-2,1-3,0-3,0-3,0-3)",15,21/02/2024
Sha Tin Squash Rackets Club 6,v,Global Squash 2,Cornwall Street Squash Centre,19:00,"1-4(2-3,0-3,1-3,0-3,3-0)",15,21/02/2024
SQUASHTASTIC 8,v,i-Mask Advance Squash Club 6,Kwun Chung Sports Centre,19:00,"4-1(3-0,3-0,3-0,3-0,CR)",15,21/02/2024
Winter Warriors,v,Star River 2,HK Squash Centre,19:00,"4-1(2-3,3-0,3-0,3-0,3-0)",15,21/02/2024
CSD Squash Team,v,Latecomers,HK Squash Centre,19:00,"2-3(1-3,3-0,3-0,0-3,0-3)",15,21/02/2024
ZOMA,v,Airporterz,Cornwall Street Squash Centre,19:00,"2-3(0-3,0-3,1-3,CR,CR)",15,21/02/2024
Kinetic 3,v,ZOMA,HK Squash Centre,19:00,"5-0(3-2,3-0,3-0,3-0,3-0)",16,28/02/2024
Airporterz,v,CSD Squash Team,Kwun Chung Sports Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",16,28/02/2024
Latecomers,v,Winter Warriors,HK Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,CR)",16,28/02/2024
Star River 2,v,SQUASHTASTIC 8,Cornwall Street Squash Centre,19:00,"4-1(3-1,2-3,3-1,3-1,3-1)",16,28/02/2024
i-Mask Advance Squash Club 6,v,Sha Tin Squash Rackets Club 6,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,0-3,0-3,CR)",16,28/02/2024
Global Squash 2,v,Hong Kong Football Club 16,Harbour Road Sports Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-1)",16,28/02/2024
Global Squash 2,v,Kinetic 3,Harbour Road Sports Centre,19:00,"3-2(3-0,3-0,2-3,3-1,0-3)",17,06/03/2024
Hong Kong Football Club 16,v,i-Mask Advance Squash Club 6,Hong Kong Football Club,19:00,"4-1(1-3,3-0,3-1,CR,CR)",17,06/03/2024
