Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Star River 1,v,Alpha CUHK,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-0,3-0,1-3,0-3)",1,05/10/2023
Sha Tin Squash Rackets Club 4,v,Sea Bear,Cornwall Street Squash Centre,19:00,"4-1(3-2,3-1,3-0,0-3,3-1)",1,05/10/2023
Craigengower Cricket Club,v,Hong Kong Racketlon Association 2,Craigengower Cricket Club,19:00,"3-2(3-0,3-0,1-3,3-0,1-3)",1,05/10/2023
HKPF Squash Team,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-1,3-1,0-3,3-1)",1,05/10/2023
Alpha CUHK,v,Hong Kong Racketlon Association 2,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-1,3-0,3-1)",2,12/10/2023
Sea Bear,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,"3-2(1-3,3-0,1-3,3-0,3-0)",2,12/10/2023
North District Sports Association 1,v,Sha Tin Squash Rackets Club 4,Cornwall Street Squash Centre,19:00,"4-1(1-3,3-0,3-0,3-2,3-0)",2,12/10/2023
Star River 1,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00,"3-2(0-3,3-0,3-0,2-3,3-1)",2,12/10/2023
HKPF Squash Team,v,Alpha CUHK,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-1,1-3,3-2,3-0)",3,19/10/2023
Sha Tin Squash Rackets Club 4,v,Star River 1,Cornwall Street Squash Centre,19:00,"2-3(2-3,1-3,0-3,3-0,3-1)",3,19/10/2023
Craigengower Cricket Club,v,North District Sports Association 1,Craigengower Cricket Club,19:00,"3-2(3-2,3-1,3-2,0-3,0-3)",3,19/10/2023
Hong Kong Racketlon Association 2,v,Sea Bear,HK Squash Centre,19:00,"3-2(1-3,3-1,3-2,3-0,2-3)",3,19/10/2023
Alpha CUHK,v,Sea Bear,Cornwall Street Squash Centre,19:00,"3-2(3-1,0-3,3-1,1-3,3-1)",4,02/11/2023
North District Sports Association 1,v,Hong Kong Racketlon Association 2,Cornwall Street Squash Centre,19:00,"5-0(3-1,3-0,3-0,3-0,3-0)",4,02/11/2023
Star River 1,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,"1-4(0-3,1-3,0-3,0-3,3-0)",4,02/11/2023
HKPF Squash Team,v,Sha Tin Squash Rackets Club 4,Cornwall Street Squash Centre,19:00,"2-3(3-0,3-0,2-3,1-3,0-3)",4,02/11/2023
Sha Tin Squash Rackets Club 4,v,Alpha CUHK,Cornwall Street Squash Centre,19:00,"3-2(0-3,3-1,2-3,3-0,3-1)",5,09/11/2023
Craigengower Cricket Club,v,HKPF Squash Team,Craigengower Cricket Club,19:00,"2-3(1-3,0-3,3-0,3-2,1-3)",5,09/11/2023
Hong Kong Racketlon Association 2,v,Star River 1,HK Squash Centre,19:00,"1-4(1-3,0-3,3-1,0-3,0-3)",5,09/11/2023
Sea Bear,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00,"0-5(1-3,1-3,1-3,0-3,0-3)",5,09/11/2023
Alpha CUHK,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00,"1-4(3-0,0-3,0-3,1-3,2-3)",6,16/11/2023
Star River 1,v,Sea Bear,Cornwall Street Squash Centre,19:00,"3-2(3-1,3-0,1-3,3-2,0-3)",6,16/11/2023
HKPF Squash Team,v,Hong Kong Racketlon Association 2,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-2,3-0)",6,16/11/2023
Sha Tin Squash Rackets Club 4,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00,"2-3(0-3,1-3,0-3,3-0,3-0)",6,16/11/2023
Craigengower Cricket Club,v,Alpha CUHK,Craigengower Cricket Club,19:00,"4-1(3-0,3-2,3-0,1-3,3-0)",7,23/11/2023
Hong Kong Racketlon Association 2,v,Sha Tin Squash Rackets Club 4,HK Squash Centre,19:00,"0-5(1-3,0-3,1-3,0-3,0-3)",7,23/11/2023
Sea Bear,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,2-3,2-3,3-0)",7,23/11/2023
North District Sports Association 1,v,Star River 1,Cornwall Street Squash Centre,19:00,"4-1(3-2,0-3,3-0,3-0,3-0)",7,23/11/2023
Alpha CUHK,v,Star River 1,Cornwall Street Squash Centre,19:00,"2-3(3-1,0-3,3-1,0-3,0-3)",8,07/12/2023
Sea Bear,v,Sha Tin Squash Rackets Club 4,Cornwall Street Squash Centre,19:00,"3-2(0-3,3-2,3-0,3-0,1-3)",8,07/12/2023
Hong Kong Racketlon Association 2,v,Craigengower Cricket Club,HK Squash Centre,19:00,"1-4(1-3,3-1,0-3,0-3,0-3)",8,07/12/2023
North District Sports Association 1,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00,"2-3(0-3,0-3,1-3,3-1,3-1)",8,07/12/2023
Hong Kong Racketlon Association 2,v,Alpha CUHK,HK Squash Centre,19:00,"1-4(0-3,3-2,0-3,1-3,1-3)",9,14/12/2023
Craigengower Cricket Club,v,Sea Bear,Craigengower Cricket Club,19:00,"5-0(3-0,3-2,3-2,3-0,3-0)",9,14/12/2023
Sha Tin Squash Rackets Club 4,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00,"1-4(3-1,2-3,1-3,2-3,2-3)",9,14/12/2023
HKPF Squash Team,v,Star River 1,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-1,3-0,3-0,0-3)",9,14/12/2023
Alpha CUHK,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00,"5-0(3-2,3-2,3-0,3-1,3-0)",10,04/01/2024
Star River 1,v,Sha Tin Squash Rackets Club 4,Cornwall Street Squash Centre,19:00,"0-5(1-3,0-3,2-3,0-3,0-3)",10,04/01/2024
