Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
BOSS,v,Greenfield,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,0-3,0-3,3-0)",1,04/10/2023
i-Mask Advance Squash Club 5,v,Centre Squash,Cornwall Street Squash Centre,19:00,"3-2(1-3,0-3,3-0,3-0,3-0)",1,04/10/2023
Hong Kong Football Club 13,v,Kowloon Cricket Club 13,Hong Kong Football Club,19:00,"2-3(3-1,0-3,3-2,2-3,1-3)",1,04/10/2023
Kinetic 2,v,Friend Club 5,HK Squash Centre,19:00,"3-2(3-0,3-2,1-3,3-2,0-3)",1,04/10/2023
ATM,v,[BYE],,,,1,04/10/2023
Kowloon Cricket Club 13,v,Kinetic 2,Kowloon Cricket Club,19:00,"3-2(3-1,3-1,0-3,0-3,3-1)",2,11/10/2023
Centre Squash,v,Hong Kong Football Club 13,HK Squash Centre,19:00,"1-4(2-3,3-2,0-3,1-3,0-3)",2,11/10/2023
Greenfield,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-0,3-0,1-3)",2,11/10/2023
ATM,v,BOSS,Cornwall Street Squash Centre,19:00,"1-4(3-0,2-3,0-3,2-3,CR)",2,11/10/2023
Friend Club 5,v,[BYE],,,,2,11/10/2023
i-Mask Advance Squash Club 5,v,ATM,Cornwall Street Squash Centre,19:00,"2-3(3-2,0-3,0-3,0-3,CR)",3,18/10/2023
Hong Kong Football Club 13,v,Greenfield,Hong Kong Football Club,19:00,"1-4(0-3,1-3,0-3,1-3,3-0)",3,18/10/2023
Kinetic 2,v,Centre Squash,HK Squash Centre,19:00,"5-0(3-0,3-1,3-0,3-2,WO)",3,18/10/2023
Friend Club 5,v,Kowloon Cricket Club 13,Cornwall Street Squash Centre,19:00,"2-3(0-3,1-3,0-3,3-0,3-0)",3,18/10/2023
BOSS,v,[BYE],,,,3,18/10/2023
Centre Squash,v,Friend Club 5,HK Squash Centre,19:00,"1-4(2-3,3-0,0-3,0-3,0-3)",4,01/11/2023
Greenfield,v,Kinetic 2,Cornwall Street Squash Centre,19:00,"1-4(0-3,2-3,3-0,2-3,0-3)",4,01/11/2023
ATM,v,Hong Kong Football Club 13,Cornwall Street Squash Centre,19:00,"1-4(2-3,2-3,3-0,1-3,0-3)",4,01/11/2023
BOSS,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00,"2-3(0-3,1-3,3-0,1-3,3-1)",4,01/11/2023
Kowloon Cricket Club 13,v,[BYE],,,,4,01/11/2023
Hong Kong Football Club 13,v,BOSS,Hong Kong Football Club,19:00,"4-1(3-2,3-2,1-3,3-0,3-0)",5,08/11/2023
Kinetic 2,v,ATM,HK Squash Centre,19:00,"3-2(3-2,0-3,0-3,CR,CR)",5,08/11/2023
Friend Club 5,v,Greenfield,Cornwall Street Squash Centre,19:00,"2-3(0-3,0-3,0-3,3-1,3-0)",5,08/11/2023
Kowloon Cricket Club 13,v,Centre Squash,Kowloon Cricket Club,19:00,"4-1(3-2,3-0,0-3,3-1,3-0)",5,08/11/2023
i-Mask Advance Squash Club 5,v,[BYE],,,,5,08/11/2023
Greenfield,v,Kowloon Cricket Club 13,Cornwall Street Squash Centre,19:00,"3-2(3-0,2-3,3-1,0-3,3-0)",6,15/11/2023
ATM,v,Friend Club 5,Cornwall Street Squash Centre,19:00,"1-4(3-1,1-3,0-3,CR,CR)",6,15/11/2023
BOSS,v,Kinetic 2,Cornwall Street Squash Centre,19:00,"2-3(0-3,2-3,3-0,2-3,3-0)",6,15/11/2023
i-Mask Advance Squash Club 5,v,Hong Kong Football Club 13,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-0,3-0,0-3,0-3)",6,15/11/2023
Centre Squash,v,[BYE],,,,6,15/11/2023
Kinetic 2,v,i-Mask Advance Squash Club 5,HK Squash Centre,19:00,"4-1(3-0,3-2,3-1,3-0,0-3)",7,22/11/2023
Friend Club 5,v,BOSS,Cornwall Street Squash Centre,19:00,"4-1(3-1,0-3,3-1,3-0,3-1)",7,22/11/2023
Kowloon Cricket Club 13,v,ATM,Kowloon Cricket Club,19:00,"4-1(1-3,3-0,3-1,3-0,CR)",7,22/11/2023
Centre Squash,v,Greenfield,HK Squash Centre,19:00,"0-5(0-3,1-3,0-3,0-3,0-3)",7,22/11/2023
Hong Kong Football Club 13,v,[BYE],,,,7,22/11/2023
ATM,v,Centre Squash,Cornwall Street Squash Centre,19:00,"5-0(3-0,3-0,CR,CR,CR)",8,06/12/2023
BOSS,v,Kowloon Cricket Club 13,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,2-3,2-3,0-3)",8,06/12/2023
i-Mask Advance Squash Club 5,v,Friend Club 5,Cornwall Street Squash Centre,19:00,"1-4(3-2,2-3,1-3,0-3,0-3)",8,06/12/2023
Hong Kong Football Club 13,v,Kinetic 2,Hong Kong Football Club,19:00,"3-2(1-3,3-0,3-0,1-3,3-0)",8,06/12/2023
Greenfield,v,[BYE],,,,8,06/12/2023
Hong Kong Football Club 13,v,Friend Club 5,Hong Kong Football Club,19:00,"2-3(3-0,2-3,0-3,0-3,3-2)",9,13/12/2023
Kowloon Cricket Club 13,v,i-Mask Advance Squash Club 5,Kowloon Cricket Club,19:00,"3-2(3-2,3-0,3-2,0-3,0-3)",9,13/12/2023
Centre Squash,v,BOSS,HK Squash Centre,19:00,"1-4(3-0,0-3,CR,CR,CR)",9,13/12/2023
Greenfield,v,ATM,Cornwall Street Squash Centre,19:00,"4-1(1-3,3-0,3-0,3-0,CR)",9,13/12/2023
Kinetic 2,v,[BYE],,,,9,13/12/2023
Greenfield,v,BOSS,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,0-3,3-0,3-0)",10,03/01/2024
Centre Squash,v,i-Mask Advance Squash Club 5,HK Squash Centre,19:00,"0-5(CR,CR,CR,CR,CR)",10,03/01/2024
Kowloon Cricket Club 13,v,Hong Kong Football Club 13,Kowloon Cricket Club,19:00,"1-4(1-3,3-0,2-3,0-3,1-3)",10,03/01/2024
Friend Club 5,v,Kinetic 2,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-0,3-2,2-3,1-3)",10,03/01/2024
ATM,v,[BYE],,,,10,03/01/2024
Kinetic 2,v,Kowloon Cricket Club 13,HK Squash Centre,19:00,"3-2(3-0,1-3,1-3,3-0,3-0)",11,10/01/2024
Hong Kong Football Club 13,v,Centre Squash,Hong Kong Football Club,19:00,"5-0(3-0,3-0,CR,CR,CR)",11,10/01/2024
i-Mask Advance Squash Club 5,v,Greenfield,Cornwall Street Squash Centre,19:00,"0-5(1-3,1-3,1-3,0-3,0-3)",11,10/01/2024
BOSS,v,ATM,Cornwall Street Squash Centre,19:00,"3-2(0-3,1-3,3-0,3-0,CR)",11,10/01/2024
Friend Club 5,v,[BYE],,,,11,10/01/2024
ATM,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00,"2-3(3-0,0-3,0-3,3-0,CR)",12,17/01/2024
Greenfield,v,Hong Kong Football Club 13,Cornwall Street Squash Centre,19:00,"4-1(3-1,3-1,3-0,3-1,1-3)",12,17/01/2024
Centre Squash,v,Kinetic 2,HK Squash Centre,19:00,"0-5(2-3,0-3,CR,CR,CR)",12,17/01/2024
