Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Royal Hong Kong Yacht Club Div 13,Royal Hong Kong Yacht Club,3.0,0.0,3.0
Star River 3,Cornwall Street Squash Centre,3.0,0.0,3.0
Bravo D13,Cornwall Street Squash Centre,2.0,0.0,2.0
Vitality Squash 3,HK Squash Centre,1.0,0.0,1.0
M&M Squash,Cornwall Street Squash Centre,1.0,2.0,-1.0
North District Sports Association 2,Cornwall Street Squash Centre,1.0,2.0,-1.0
Physical Chess 4,Cornwall Street Squash Centre,0.0,2.0,-2.0
Greenfield,Cornwall Street Squash Centre,0.0,3.6666666666666665,-3.6666666666666665
Arctic Circle,Cornwall Street Squash Centre,0.0,4.0,-4.0
Squashathon PLZ,Cornwall Street Squash Centre,0.0,4.0,-4.0
TNG 2,Cornwall Street Squash Centre,0.0,5.0,-5.0
