Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Electrify Squash Div 6,Global Squash 1,HK Squash Centre,1,13/10/2025,3-2,"['3-2', '3-0', '2-3', '0-3', '3-0']",3,2,11,8,shared_home,Electrify Squash Div 6,Electrify Squash Div 6,Global Squash 1,Global Squash 1,Electrify Squash Div 6
Uncles,Fusion Squash Club 1,Cornwall Street Squash Centre,1,13/10/2025,2-3,"['2-3', '3-0', '1-3', '3-0', '1-3']",2,3,10,9,home,Fusion Squash Club 1,Uncles,Fusion Squash Club 1,Uncles,Fusion Squash Club 1
Hong Kong Football Club 6C,Hong Kong Cricket Club D6,Hong Kong Football Club,1,13/10/2025,2-3,"['3-0', '3-2', '2-3', '1-3', '1-3']",2,3,10,11,home,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Cricket Club D6,Hong Kong Cricket Club D6,Hong Kong Cricket Club D6
Hong Kong Football Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club,1,13/10/2025,2-3,"['3-0', '3-1', '0-3', '0-3', '1-3']",2,3,7,10,shared_home,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6B
Kowloon Cricket Club 6A,Kowloon Cricket Club 6B,Kowloon Cricket Club,1,13/10/2025,2-3,"['3-0', '1-3', '0-3', '0-3', '3-1']",2,3,7,10,shared_home,Kowloon Cricket Club 6A,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6A
Kowloon Cricket Club 6B,Hong Kong Football Club 6B,Kowloon Cricket Club,2,20/10/2025,5-0,"['3-1', '3-1', '3-1', '3-1', '3-0']",5,0,15,4,home,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B
Ladies Recreation Club Div 6,Fusion Squash Club 1,Ladies Recreation Club,2,20/10/2025,2-3,"['0-3', '3-1', '0-3', '0-3', '3-0']",2,3,6,10,home,Fusion Squash Club 1,Ladies Recreation Club Div 6,Fusion Squash Club 1,Fusion Squash Club 1,Ladies Recreation Club Div 6
Global Squash 1,Hong Kong Cricket Club D6,HK Squash Centre,2,20/10/2025,4-1,"['3-1', '3-1', '3-1', '3-0', '2-3']",4,1,14,6,home,Global Squash 1,Global Squash 1,Global Squash 1,Global Squash 1,Hong Kong Cricket Club D6
Electrify Squash Div 6,Uncles,HK Squash Centre,2,20/10/2025,2-3,"['2-3', '0-3', '3-2', '2-3', '3-0']",2,3,10,11,home,Uncles,Uncles,Electrify Squash Div 6,Uncles,Electrify Squash Div 6
Kowloon Cricket Club 6A,X-Alpha 3,Kowloon Cricket Club,2,20/10/2025,4-1,"['3-0', '3-1', '3-1', '1-3', '3-0']",4,1,13,5,home,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,Kowloon Cricket Club 6A,X-Alpha 3,Kowloon Cricket Club 6A
Hong Kong Football Club 6A,Hong Kong Football Club 6C,Hong Kong Football Club,2,20/10/2025,1-4,"['2-3', '1-3', '2-3', '3-1', '2-3']",1,4,10,13,shared_home,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6C,Hong Kong Football Club 6A,Hong Kong Football Club 6C
Uncles,Hong Kong Cricket Club D6,Cornwall Street Squash Centre,3,27/10/2025,3-2,"['3-1', '3-1', '2-3', '0-3', '3-2']",3,2,11,10,home,Uncles,Uncles,Hong Kong Cricket Club D6,Hong Kong Cricket Club D6,Uncles
Kowloon Cricket Club 6B,X-Alpha 3,Kowloon Cricket Club,3,27/10/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,home,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B,Kowloon Cricket Club 6B
Ladies Recreation Club Div 6,Electrify Squash Div 6,Ladies Recreation Club,3,27/10/2025,5-0,"['3-0', '3-1', 'CR', 'CR', 'CR']",5,0,15,1,home,Ladies Recreation Club Div 6,Ladies Recreation Club Div 6,,,
Global Squash 1,Hong Kong Football Club 6A,HK Squash Centre,3,27/10/2025,1-4,"['0-3', '0-3', '3-1', '2-3', '0-3']",1,4,5,13,home,Hong Kong Football Club 6A,Hong Kong Football Club 6A,Global Squash 1,Hong Kong Football Club 6A,Hong Kong Football Club 6A
Hong Kong Football Club 6C,Hong Kong Football Club 6B,Hong Kong Football Club,3,27/10/2025,3-2,"['3-1', '0-3', '1-3', '3-0', '3-0']",3,2,10,7,shared_home,Hong Kong Football Club 6C,Hong Kong Football Club 6B,Hong Kong Football Club 6B,Hong Kong Football Club 6C,Hong Kong Football Club 6C
