Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
United Services Recreation Club M3,9,8,1,44,36,9,0,0,0,0
Royal Hong Kong Yacht Club M3,9,7,2,41,34,11,0,0,0,0
Hong Kong Football Club M3A,9,7,2,38,31,14,0,1,0,0
Old Squash Fellows,9,5,4,28,23,22,0,0,0,0
Hong Kong Football Club M3B,9,4,5,27,23,22,0,0,0,0
Kowloon Cricket Club M3,9,2,7,16,14,31,1,0,0,0
Titlows Squash Team,9,1,8,12,11,34,0,0,0,0
Hong Kong Cricket Club M3,9,2,7,10,8,37,0,0,0,0
