Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M2B,9,7,2,33,26,10,0,2,0,0
Hong Kong Football Club M2A,9,8,1,31,23,13,0,2,0,0
Hong Kong Cricket Club M2B,9,4,5,22,18,18,1,1,0,0
Hong Kong Cricket Club M2A,9,5,4,21,16,20,0,0,0,0
Ladies Recreation Club M2A,9,1,8,15,14,22,1,1,0,1
Ladies Recreation Club M2B,9,2,7,12,11,25,4,0,1,0
