Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,7,5,2,22,17,4,0,0,0,0
Hong Kong Football Club M1A,7,5,2,17,12,9,2,0,0,0
Hong Kong Cricket Club M1B,7,4,3,15,11,10,0,0,0,0
Hong Kong Cricket Club M1A,8,3,5,12,9,15,0,2,0,0
Ladies Recreation Club M1,7,1,6,6,5,16,0,0,0,0
