Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 1,90.9090909090909,72.72727272727273,45.45454545454545,63.63636363636363,90.0,72.54545454545453,54
TNG 2,58.333333333333336,83.33333333333334,80.0,60.0,42.857142857142854,64.9047619047619,51
Greenfield,41.66666666666667,72.72727272727273,72.72727272727273,80.0,55.55555555555556,64.53535353535354,53
Royal Hong Kong Yacht Club Div 13,58.333333333333336,50.0,63.63636363636363,63.63636363636363,80.0,63.121212121212125,56
Arctic Circle,90.9090909090909,54.54545454545454,30.0,30.0,70.0,55.090909090909086,52
Squashathon PLZ,50.0,91.66666666666666,58.333333333333336,40.0,30.0,54.0,56
North District Sports Association 2,16.666666666666664,50.0,50.0,58.333333333333336,63.63636363636363,47.72727272727273,59
Vitality Squash 3,18.181818181818183,20.0,40.0,50.0,75.0,40.63636363636364,43
Physical Chess 4,16.666666666666664,27.27272727272727,72.72727272727273,44.44444444444444,28.57142857142857,37.93650793650794,50
Bravo D13,90.9090909090909,45.45454545454545,20.0,11.11111111111111,14.285714285714285,36.352092352092356,48
M&M Squash,58.333333333333336,9.090909090909092,25.0,41.66666666666667,41.66666666666667,35.15151515151515,59
Star River 3,16.666666666666664,16.666666666666664,41.66666666666667,50.0,9.090909090909092,26.81818181818182,59
