Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,81.81818181818183,100.0,90.9090909090909,81.81818181818183,88.88888888888889,88.68686868686868,53
Sha Tin 6,81.81818181818183,81.81818181818183,63.63636363636363,54.54545454545454,83.33333333333334,73.03030303030303,50
SocGen Squash,41.66666666666667,54.54545454545454,72.72727272727273,66.66666666666666,83.33333333333334,63.78787878787879,49
Fusion Squash Club 2,54.54545454545454,72.72727272727273,45.45454545454545,60.0,66.66666666666666,59.878787878787875,52
HKIS Div 13,30.0,40.0,44.44444444444444,71.42857142857143,100.0,57.17460317460318,38
Energy Squash Club 2,0.0,70.0,90.0,66.66666666666666,33.33333333333333,52.0,45
Energy Squash Club 1,45.45454545454545,27.27272727272727,54.54545454545454,33.33333333333333,40.0,40.12121212121211,47
X-Alpha 5,77.77777777777779,12.5,37.5,37.5,33.33333333333333,39.722222222222214,39
i-Mask Advance Squash Club 5,77.77777777777779,55.55555555555556,33.33333333333333,0.0,25.0,38.333333333333336,36
Kinetic 4,58.333333333333336,8.333333333333332,33.33333333333333,27.27272727272727,28.57142857142857,31.16883116883117,54
Yuen Long District Sports Association Limited,30.0,10.0,22.22222222222222,42.857142857142854,33.33333333333333,27.68253968253968,42
Happy Squash 4,25.0,58.333333333333336,8.333333333333332,36.36363636363637,10.0,27.606060606060606,57
