Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,14,10,4,40,30,12,0,0,0,0
Hong Kong Football Club M1A,13,10,3,36,26,13,2,0,0,0
Hong Kong Cricket Club M1B,13,7,6,27,20,19,0,0,0,0
Hong Kong Cricket Club M1A,15,4,11,20,16,29,0,2,0,0
Ladies Recreation Club M1,13,3,10,13,10,29,0,0,0,0
