Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Dynamos Squash,17,16,1,88,72,10,1,17,0,0
Fusion Squash Club 1,17,12,5,61,49,36,13,4,0,0
X-Alpha 4,17,9,8,51,42,43,8,10,0,1
NEXUS 3,17,6,11,44,38,47,27,3,0,0
Happy Squash 3,17,7,10,43,37,48,7,12,1,0
Vitality Squash 2,17,7,10,43,37,46,12,9,1,0
MERCURY,17,7,10,39,33,52,0,2,1,2
LONGVIEW,17,4,13,33,29,55,0,11,0,0
