Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 3,15,15,0,78,63,12,0,3,0,0
Hong Kong Football Club 8,15,12,3,62,50,25,3,5,0,0
Ladies Recreation Club Div 8,15,11,4,57,47,28,5,0,0,0
Squashathon Zero,15,7,8,47,40,35,0,1,0,1
Striving Squash,16,7,9,46,39,41,1,2,0,0
Physical Chess 3,15,5,10,35,30,45,4,2,0,0
TOMCAT,15,6,9,32,27,48,3,0,1,0
Kinetic 2,15,4,11,26,22,53,1,6,0,0
i-Mask Advance Squash Club 2,15,1,14,23,22,53,3,1,0,0
