Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2B,11,9,2,40,31,13
Hong Kong Football Club M2A,11,9,2,36,27,17
Hong Kong Cricket Club M2A,12,6,6,29,23,25
Hong Kong Cricket Club M2B,11,5,6,27,22,22
Ladies Recreation Club M2A,12,3,9,24,21,27
Ladies Recreation Club M2B,11,2,9,13,12,32
