Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Tuen Mun Squash Club,0.0,25.0,100.0,25.0,25.0,35.0
The Squash Club 3,25.0,0.0,50.0,25.0,50.0,30.0
HKCC Tuesday Night Rockers,30.0,10.0,50.0,30.0,30.0,30.0
Invader Squash,-12.5,12.5,40.0,10.0,30.0,16.0
7NT,50.0,0.0,0.0,50.0,-25.0,15.0
Global Squash 2,-12.5,-26.388888888888886,38.888888888888886,51.388888888888886,13.88888888888889,13.055555555555557
Sha Tin 5,0.0,0.0,25.0,0.0,-25.0,0.0
BOSS,-25.0,25.0,0.0,0.0,-25.0,-5.0
Star River 1,-66.66666666666666,-25.0,8.333333333333343,25.0,8.333333333333343,-10.0
Kinetic 3,-7.5,-10.0,42.5,-60.0,-32.5,-13.5
i-Mask Advance Squash Club 4,-25.0,-25.0,50.0,-50.0,-25.0,-15.0
