Home Team,Away Team,Venue,Match Week,Date
Sha Tin 1,The Squash Club 1,Cornwall Street Squash Centre,10,2026-01-06
YLJR,TNGX,Cornwall Street Squash Centre,10,2026-01-06
Hong Kong Cricket Club D4B,Hong Kong Cricket Club D4A,Hong Kong Cricket Club,10,2026-01-06
Hong Kong Football Club 4B,Hong Kong Football Club 4A,Hong Kong Football Club,10,2026-01-06
YLJR,Sha Tin 1,Cornwall Street Squash Centre,11,2026-01-13
X-Alpha 2,The Squash Club 1,Cornwall Street Squash Centre,13,2026-01-27
The Squash Club 1,TNGX,Cornwall Street Squash Centre,14,2026-02-03
YLJR,The Squash Club 1,Cornwall Street Squash Centre,15,2026-02-10
Sha Tin 1,X-Alpha 2,Cornwall Street Squash Centre,16,2026-03-03
TNGX,X-Alpha 2,Cornwall Street Squash Centre,17,2026-03-10
Sha Tin 1,TNGX,Cornwall Street Squash Centre,18,2026-03-17
X-Alpha 2,YLJR,Cornwall Street Squash Centre,18,2026-03-17
