Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L1A,2,1,1,4,3,3,0,0,0,0
Hong Kong Football Club L1,1,1,0,3,2,1,0,0,0,0
JESSICA L1,1,1,0,3,2,1,0,0,0,0
Kowloon Cricket Club L1B,1,0,1,1,1,2,0,0,0,0
Hong Kong Cricket Club L1,1,0,1,1,1,2,0,0,0,0
