Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D10,10.0,10.0,40.0,50.0,27.777777777777786,27.555555555555557
i-Mask Advance Squash Club 4,-20.0,20.0,40.0,55.0,0.0,18.999999999999996
Mercury,0.0,12.5,12.5,37.5,9.523809523809526,14.404761904761909
Sha Tin 4,0.0,0.0,20.0,40.0,0.0,12.0
Bravo D10,40.0,0.0,20.0,20.0,-20.0,12.0
Kwai Tsing District Squash Club,20.0,20.0,0.0,0.0,15.0,11.0
Thunder 2,40.0,-20.0,-20.0,40.0,5.0,9.0
Banbil,33.92857142857143,-5.357142857142854,5.357142857142861,5.357142857142861,2.857142857142854,8.42857142857143
United Services Recreation Club 3,-40.0,0.0,-20.0,20.0,10.0,-6.0
Squashathon Advance,25.0,-12.5,-12.5,17.857142857142854,-57.14285714285714,-7.857142857142854
RELAY 1,0.0,0.0,0.0,-20.0,-25.0,-9.0
