Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
FWD,5.0,-20.0,25.0,3.333333333333332
Kowloon Cricket Club 1A,0.0,25.0,-25.0,0.0
Hong Kong Football Club 1B,0.0,41.66666666666667,-41.66666666666666,0.0
Hong Kong Cricket Club D1,0.0,20.0,-35.0,-5.0
Hong Kong Football Club 1A,25.0,-25.0,-50.0,-16.66666666666667
Kowloon Cricket Club 1B,50.0,-66.66666666666667,-50.0,-22.222222222222236
