Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,Chou Kowk Wai (19),Chou Kowk Wai (19),"Chou Kowk Wai, Cheung Chak Hang, Chan Tsz Hin Benjamin, Lum Suet Man Belinda (100.0%)"
Fusion Squash Club 3,Wang Alden (16),Lee Tin Yau (7),Lee Tin Yau (70.0%)
RELAY 2,Tse Sheung Wa (15),Chung Yui On Jake (13),Chung Yui On Jake (100.0%)
Serve - Ivors,Sra Jai Singh (10),"Finn Christopher, Sra Jai Singh (5)",Finn Christopher (100.0%)
Squash-On,Chan Lut Yin Marcus (20),Chan Lut Yin Marcus (17),Chan Lut Yin Marcus (85.0%)
Squashathon MeGa,"Leung Cheuk Hin, Fung Kwun Shing, Shi Tuofu, Chun Yuen Man (10)",Leung Cheuk Hin (9),Leung Cheuk Hin (90.0%)
TNG 3,"Chung King Lok Jacob, Cao Rui (11)",Chung King Lok Jacob (7),"Chan Lok Man, Cheung Vinus (66.7%)"
i-Mask Advance Squash Club 6,Chu Nathan Yian Zhe (15),"Chen Zihao Jayden, Au Pak Yin, Lam Tsz Wang (6)",Lam Tsz Ching (55.6%)
