Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M3,Poole-Wilson Michael (14),Poole-Wilson Michael (10),Poole-Wilson Michael (71.4%)
Hong Kong Football Club M3A,"Ng Adrian, Hathiramani Dinesh (16)","Hathiramani Dinesh, Li Samuel Kwok Sing (11)",Yeung Tak Keung (100.0%)
Hong Kong Football Club M3B,Padgaonkar Ashwin (15),Tanner Julian (10),"Tanner Julian, Barton Jonathan (71.4%)"
Kowloon Cricket Club M3,Choy Yuk Kwong Donnie (17),Choy Yuk Kwong Donnie (7),Tsang Wai Kit Paul (50.0%)
Old Squash Fellows,"Leung Dick Kan Fai, Chiu Vincent Man Shun (15)",Leung Dick Kan Fai (13),Leung Dick Kan Fai (86.7%)
Royal Hong Kong Yacht Club M3,Cheng Victor Kwok Wai (18),Cheng Victor Kwok Wai (16),Ho Yiu Wah Hendry (93.8%)
Titlows Squash Team,Au Ming Chung Sampson (20),Au Ming Chung Sampson (6),Au Ming Chung Sampson (30.0%)
United Services Recreation Club M3,"Bidal Jay, Freeman Neil (16)",Freeman Neil (15),"Chow Ming Hei Quincy, Cheng Jonathan Yee Fung, Leung Chung Yin (100.0%)"
