Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Kowloon Cricket Club L1B,0.0,100.0,50.0,50.0
JESSICA L1,-33.33333333333334,100.0,50.0,38.88888888888888
Hong Kong Football Club L1,0.0,100.0,0.0,33.333333333333336
Hong Kong Cricket Club L1,0.0,50.0,0.0,16.666666666666668
Kowloon Cricket Club L1A,-100.0,50.0,0.0,-16.666666666666657
