Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Ladies Recreation Club M1,-28.57142857142857,2.3809523809523796,38.09523809523809,3.968253968253965
Hong Kong Football Club M1B,8.333333333333343,-16.666666666666657,8.333333333333343,1.4210854715202004e-14
Hong Kong Football Club M1A,0.0,-25.0,20.0,-1.6666666666666714
Hong Kong Cricket Club M1A,-33.33333333333333,-16.666666666666664,0.0,-16.66666666666666
Hong Kong Cricket Club M1B,-15.0,-55.0,-5.0,-25.0
