Team Name,Home,Average Home Score,Average Away Score,Difference
The Zero Squash Club 2,Cornwall Street (CSPSC),4.666666666666667,3.3333333333333335,1.3333333333333335
Tuen Mun Squash Club 1,Tuen Mun Butterfly Beach (TMBBSC),2.3333333333333335,2.0,0.3333333333333335
Royal Hong Kong Yacht Club 10,Royal Hong Kong Yacht Club (RHKYC),1.8888888888888888,1.6666666666666667,0.2222222222222221
Friend Club 5,Cornwall Street (CSPSC),1.8333333333333333,1.6666666666666667,0.16666666666666652
ISRC United 2,HK Squash Centre (HKSC),1.2222222222222223,1.1111111111111112,0.11111111111111116
Xavier,Cornwall Street (CSPSC),2.5,2.6666666666666665,-0.16666666666666652
The Hong Kong Jockey Club,HKJC Sha Tin Club House (HKJC),3.4444444444444446,3.6666666666666665,-0.22222222222222188
Hong Kong Football Club 10B,Hong Kong Football Club (HKFC),2.625,2.875,-0.25
Hong Kong Football Club 10A,Hong Kong Football Club (HKFC),1.875,2.25,-0.375
Head Shatin 3,Cornwall Street (CSPSC),3.6666666666666665,4.166666666666667,-0.5000000000000004
