Team Name,Home,Average Home Score,Average Away Score,Difference
Perrier Mix,HK Squash Centre (HKSC),2.4285714285714284,0.8333333333333334,1.595238095238095
Airporterz,Cornwall Street (CSPSC),2.2,1.1666666666666667,1.0333333333333334
MASS,Cornwall Street (CSPSC),3.8333333333333335,3.1666666666666665,0.666666666666667
Star River 5,Cornwall Street (CSPSC),3.8333333333333335,3.1666666666666665,0.666666666666667
Global 2,HK Squash Centre (HKSC),3.0,2.4285714285714284,0.5714285714285716
ALPHA CUHK 2,Chinese University of HK (CUHK),2.888888888888889,2.3333333333333335,0.5555555555555554
South China Athletic Association,South China Athletic Assocation (SCAA),3.7777777777777777,3.5555555555555554,0.22222222222222232
Hong Kong Football Club 16,Hong Kong Football Club (HKFC),2.6666666666666665,2.6666666666666665,0.0
Latecomers,HK Squash Centre (HKSC),0.7142857142857143,0.7142857142857143,0.0
NOVICE,Cornwall Street (CSPSC),1.8333333333333333,1.8333333333333333,0.0
