Team Name,Home,Average Home Score,Average Away Score,Difference
Perrier Ladies,HK Squash Centre (HKSC),2.5,1.2857142857142858,1.2142857142857142
Polladies,Police Sports & Recreation Club (PSRC),3.0,2.3333333333333335,0.6666666666666665
Hong Kong Cricket Club Rockettes,Hong Kong Cricket Club (HKCC),2.5555555555555554,2.2222222222222223,0.33333333333333304
Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),1.1666666666666667,1.0,0.16666666666666674
Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),1.3333333333333333,1.1666666666666667,0.16666666666666652
Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),2.6666666666666665,2.5,0.16666666666666652
Les Femmes Du Squash,HK Squash Centre (HKSC),1.7142857142857142,1.625,0.08928571428571419
