Team Name,Home,Average Home Score,Average Away Score,Difference
Vitality Squash 1,HK Squash Centre (HKSC),1.2857142857142858,0.3333333333333333,0.9523809523809526
Star River 4,Cornwall Street (CSPSC),3.1666666666666665,2.8333333333333335,0.33333333333333304
Pheonix,HK Squash Centre (HKSC),2.7142857142857144,2.7142857142857144,0.0
The Squash Club 3,Kwun Chung (KCSC),2.6666666666666665,2.6666666666666665,0.0
Hong Kong Football Club 13,Hong Kong Football Club (HKFC),2.888888888888889,3.111111111111111,-0.22222222222222232
Honey Badgers 2,HK Squash Centre (HKSC),2.142857142857143,2.4285714285714284,-0.2857142857142856
The Squash Club 2,Cornwall Street (CSPSC),4.5,4.833333333333333,-0.33333333333333304
VISIONS,Java Road (JRSC),1.5555555555555556,2.0,-0.4444444444444444
KTSC,Cornwall Street (CSPSC),2.6666666666666665,3.1666666666666665,-0.5
i-MASK Advance Squash Club 10,Cornwall Street (CSPSC),0.8,1.5,-0.7
